UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge(hours),FollowingsOnFollowersRatio,ReputationScore,TweetsOnLifetimeRatio,AverageTweetsPerDay,LinksOnTweetsRatio,AverageNumberOfLinksPerTweet,AtSignsOnTweetsRatio,ConsecutiveTweetsAverageTimeDiff,ConsecutiveTweetsMaxTimeDiff,AvgLengthOfTweet,TotalPunctuations
17363,10,128,277,868,4693,26183.46638888889,0.3191244239631336,0.7580786026200873,0.17923524449732534,6.666666666666667,0.006818666098444491,0.17,0.024717664606861284,251.78509212730316,6334.55,72.325,768.0
21833,8,18,87,94,269,26011.193055555555,0.925531914893617,0.5193370165745856,0.010341701721465103,3.5714285714285716,0.03345724907063197,0.045,0.4684014869888476,1878.2021775544388,97871.75,49.995,502.0
25723,7,139,242,722,16787,25979.97111111111,0.33518005540166207,0.7489626556016598,0.6461516037952998,100.0,0.000595699052838506,0.05,0.009471614940132244,7.270770519262982,227.33333333333334,81.315,867.0
32613,15,51,182,490,8384,26230.78111111111,0.37142857142857144,0.7291666666666666,0.31962448866795723,15.384615384615385,0.0010734732824427481,0.05,0.012166030534351144,86.10720268006699,1408.0333333333333,81.505,670.0
46183,13,110,71,174,300,25878.255555555555,0.40804597701149425,0.710204081632653,0.011592744316013058,1.7857142857142858,0.02666666666666667,0.04,0.1,1020.9561976549413,7136.883333333333,76.485,562.0
47203,3,25,259,485,4605,25755.635555555556,0.534020618556701,0.6518817204301075,0.17879582082402504,10.0,0.004125950054288816,0.095,0.021498371335504887,143.69849246231155,2374.6833333333334,80.18,551.0
50263,4,117,130,150,3498,26088.180277777778,0.8666666666666667,0.5357142857142857,0.13408371004625563,15.384615384615385,0.004288164665523156,0.075,0.019439679817038306,84.64288107202681,973.8333333333334,110.195,828.0
56733,8,0,672,780,6795,25920.30861111111,0.8615384615384616,0.5371900826446281,0.26214965654719197,15.153846153846153,0.003679175864606328,0.12690355329949238,0.024282560706401765,100.25008503401361,2914.866666666667,105.95939086294416,816.0
60663,12,158,2855,5413,21166,25814.268888888888,0.5274339552928136,0.6546927914852443,0.819934126010068,32.333333333333336,0.0003779646603042616,0.041237113402061855,0.005102522914107531,43.74559585492228,1366.15,93.95360824742268,740.0
63093,7,11,133,160,549,25752.292222222222,0.83125,0.5460750853242321,0.021318490612896035,2.4691358024691357,0.06739526411657559,0.185,0.11293260473588343,1564.5513400335008,21676.833333333332,64.86,669.0
157763,6,0,262,325,2701,25454.259444444444,0.8061538461538461,0.5536626916524702,0.10611190657088673,5.0,0.004072565716401333,0.06,0.02850796001480933,377.82939698492464,5482.083333333333,61.155,664.0
198623,8,69,152,249,2871,25653.671666666665,0.6104417670682731,0.6209476309226932,0.11191380467110525,5.2631578947368425,0.011494252873563218,0.165,0.038662486938349006,270.7309882747069,2425.7833333333333,76.64,894.0
304713,6,85,235,385,50356,25480.215555555555,0.6103896103896104,0.6209677419354839,1.976278414529373,12.5,0.00037731352768289775,0.1,0.0025617602668996744,124.80293132328308,2624.266666666667,95.305,1040.0
451373,9,84,315,198,4694,25322.84,1.5909090909090908,0.38596491228070173,0.18536625433798104,18.181818181818183,0.00021303792074989347,0.005,0.0325948018747337,72.4536850921273,1589.5166666666667,63.445,498.0
627303,7,70,234,1845,5411,24935.68972222222,0.12682926829268293,0.8874458874458875,0.2169982086029013,3.125,0.005913879135095177,0.165,0.018480872297172428,562.9655778894472,4285.916666666667,65.585,771.0
638323,6,35,191,1014,11653,25065.882777777777,0.1883629191321499,0.84149377593361,0.46489485741675124,9.090909090909092,0.003604222088732515,0.23,0.010641036642924569,150.6757956448911,1617.4166666666667,88.915,852.0
639393,6,76,127,151,3116,24843.30861111111,0.8410596026490066,0.5431654676258992,0.12542612776650758,4.761904761904762,0.009627727856225931,0.155,0.0279204107830552,320.8251256281407,3285.55,91.785,752.0
642373,7,75,250,289,4238,24968.169166666667,0.8650519031141869,0.536178107606679,0.16973611367780503,8.695652173913043,0.012505899008966493,0.265,0.01793298725814063,153.55293132328308,1401.4166666666667,79.0,692.0
647073,9,149,350,488,2458,25024.933333333334,0.7172131147540983,0.5823389021479713,0.09822203988555414,9.523809523809524,0.029292107404393815,0.37,0.0435313262815297,159.6500837520938,2623.733333333333,100.355,868.0
653843,4,26,58,202,3876,25081.400833333333,0.2871287128712871,0.7769230769230769,0.15453682295323684,8.909090909090908,0.005675954592363261,0.11224489795918367,0.026831785345717233,162.77282051282052,2478.233333333333,82.41326530612245,730.0
659203,7,0,13,43,640,25074.03138888889,0.3023255813953488,0.7678571428571429,0.025524415682258602,5.882352941176471,0.0515625,0.185,0.24375,275.27345058626463,4488.366666666667,45.545,585.0
660183,8,0,41,66,808,25003.425,0.6212121212121212,0.616822429906542,0.032315572766530985,2.9411764705882355,0.03712871287128713,0.15,0.1311881188118812,649.0187604690118,10090.516666666666,66.345,943.0
665333,13,28,165,396,5245,24744.401944444446,0.4166666666666667,0.7058823529411765,0.21196713550709173,14.285714285714286,0.010486177311725452,0.275,0.010486177311725452,94.66758793969848,1234.4666666666667,96.085,778.0
666633,6,73,279,450,1900,24907.99722222222,0.62,0.6172839506172839,0.07628072153086933,8.333333333333334,0.02736842105263158,0.285,0.07894736842105263,186.37571189279734,5671.133333333333,101.155,906.0
674433,12,105,35067,35122,24670,24680.47111111111,0.9984340299527362,0.5003917992847882,0.9995757329321645,33.333333333333336,0.007093635995135792,0.875,0.0005674908796108633,37.94505862646566,514.95,110.175,1306.0
678323,7,67,1001,885,8324,24851.91888888889,1.1310734463276837,0.4692470837751856,0.3349439549201812,11.764705882352942,0.0013214800576645844,0.055,0.021504084574723692,126.35871021775543,3610.55,102.805,920.0
680873,9,101,321,506,5837,24694.404444444444,0.6343873517786561,0.6118500604594922,0.23636933675123165,14.285714285714286,0.007195477128661984,0.215,0.017303409285591913,92.91984924623115,1786.9,93.795,662.0
702363,7,7,37,10,679,24631.95138888889,3.7,0.2127659574468085,0.02756582250752114,6.451612903225806,0.2709867452135493,0.925,0.01914580265095729,240.35318257956447,3650.1833333333334,77.055,1005.0
708623,7,41,101,128,2636,24868.0725,0.7890625,0.5589519650655022,0.10599936927158307,13.333333333333334,0.03110773899848255,0.415,0.026176024279210924,130.72068676716918,5096.95,103.045,1092.0
709433,5,28,346,297,4619,24577.660555555554,1.164983164983165,0.4618973561430793,0.1879348927274495,3.0303030303030303,0.0038969473912102187,0.09,0.015587789564840875,651.6904522613065,12719.25,73.21,709.0
713093,8,35,75,64,1709,24633.75361111111,1.171875,0.460431654676259,0.0693763535586047,2.0408163265306123,0.026916325336454067,0.25,0.04798127559976594,1115.7123953098828,7823.683333333333,75.695,776.0
716013,12,27,148,107,1821,24666.570555555554,1.3831775700934579,0.4196078431372549,0.0738246119742764,3.389830508474576,0.004393190554640308,0.04,0.033498077979132346,485.0592964824121,4430.1,82.83,653.0
720043,14,24,172,188,2995,24513.511388888888,0.9148936170212766,0.5222222222222223,0.12217751885833573,3.7037037037037037,0.024373956594323874,0.365,0.014357262103505844,405.9577051926298,2961.633333333333,68.855,691.0
727053,9,159,310,616,9006,24443.557777777776,0.5032467532467533,0.6652267818574514,0.36844063707401753,20.0,0.006440151010437486,0.29,0.011547856984232734,64.86113902847572,897.3833333333333,54.86,521.0
735513,4,22,76,221,1369,24744.843333333334,0.3438914027149321,0.7441077441077442,0.05532465821498432,3.125,0.027757487216946677,0.195,0.06428049671292914,541.0350083752094,5273.166666666667,53.895,494.0
738693,7,90,1,4721,20970,24470.19111111111,0.00021181952976064393,0.9997882253282507,0.8569610226901011,17.4,0.008297567954220314,1.1436781609195403,0.0,68.32389210019268,1620.0166666666667,87.41379310344827,1276.0
746493,9,0,0,0,121,24745.27888888889,,,0.004889821631969214,2.2,0.859504132231405,0.9338842975206612,0.008264462809917356,12372.589305555557,960885.8,82.05785123966942,1160.0
750963,3,0,60,56,192,24325.624722222223,1.0714285714285714,0.4827586206896552,0.007892911371957571,3.875,0.24479166666666666,0.2849462365591398,0.6979166666666666,7889.341621621621,955990.8333333334,69.23118279569893,505.0
751443,3,24,106,1277,1058,24530.006666666668,0.08300704776820673,0.923355025307303,0.04313084844928701,5.514285714285714,0.04725897920604915,0.26424870466321243,0.09924385633270322,262.3371527777778,1803.1333333333334,49.170984455958546,410.0
755113,9,120,309,3663,12927,24443.22111111111,0.08435708435708436,0.9222054380664653,0.5288582851350879,14.214285714285714,0.004950878007271602,0.3316582914572864,0.007503674479771022,91.73341750841752,914.6833333333333,101.96482412060301,824.0
756206,11,0,29,9,38,24507.696666666667,3.2222222222222223,0.23684210526315788,0.0015505333086517446,2.0,0.07894736842105263,0.07894736842105263,0.47368421052631576,10391.836486486487,87726.75,84.15789473684211,121.0
758371,15,147,222,257,4051,24205.461666666666,0.8638132295719845,0.5365344467640919,0.1673589231961905,6.0606060606060606,0.017032831399654405,0.345,0.020488768205381386,383.2145728643216,16192.483333333334,70.62,643.0
761223,13,46,425,598,2936,24468.796388888888,0.7107023411371237,0.5845552297165201,0.11998955540507164,6.666666666666667,0.05040871934604905,0.745,0.018392370572207085,310.2684254606365,5221.65,73.34,1013.0
761483,9,65,1347,1706,26073,24169.777222222223,0.7895662368112544,0.5587946282345234,1.0787439106400993,66.0,0.00023012311586698885,0.03535353535353535,0.0052928316649407435,15.607275803722507,872.3166666666667,72.0050505050505,394.0
766658,8,0,388,263,9326,24304.161944444444,1.4752851711026616,0.4039938556067588,0.3837202871392066,96.5,0.0022517692472657086,0.10880829015544041,0.016620201586961182,12.509982638888888,519.8333333333334,76.73056994818653,703.0
771528,6,47,152,231,7373,24167.978333333333,0.658008658008658,0.6031331592689295,0.3050730970670764,13.333333333333334,0.0066458700664587,0.25,0.009358470093584701,106.36691792294808,917.6,93.02,862.0
780308,6,11,168,1004,14697,24120.496666666666,0.16733067729083664,0.856655290102389,0.6093158114903383,15.307692307692308,0.0028577260665441926,0.21105527638190955,0.00612369871402327,87.30235690235689,1166.75,73.58291457286433,633.0
781786,14,133,481,955,7358,24165.826666666668,0.5036649214659686,0.665041782729805,0.30447954880638606,8.333333333333334,0.0046208208752378365,0.17,0.02188094590921446,168.13333333333333,1560.2666666666667,91.28,845.0
782482,3,24,252,3438,10974,24159.953611111112,0.07329842931937172,0.9317073170731708,0.4542227264440227,66.66666666666667,0.00036449790413705123,0.02,0.014853289593584836,15.157705192629814,568.8166666666667,59.655,695.0
784998,8,154,270,1544,17168,24140.26861111111,0.17487046632124353,0.8511576626240352,0.7111768421705977,66.66666666666667,0.0009319664492078285,0.08,0.01054287045666356,16.211222780569514,543.0333333333333,65.54,480.0
790949,7,33,360,258,1922,24233.56472222222,1.3953488372093024,0.4174757281553398,0.07931148479519906,11.705882352941176,0.04422476586888657,0.4271356783919598,0.04890738813735692,115.45917508417509,1255.5,66.34673366834171,844.0
794785,4,37,9,78,164,24060.79472222222,0.11538461538461539,0.896551724137931,0.006816067461335009,1.8426966292134832,0.9390243902439024,0.9390243902439024,0.036585365853658534,8856.700306748466,1068158.3833333333,71.10975609756098,772.0
803835,5,40,128,255,1657,24038.706944444446,0.5019607843137255,0.6657963446475196,0.06893049629622225,3.225806451612903,0.12009656004828002,1.045,0.0006035003017501509,483.3106365159129,3577.016666666667,64.41,1234.0
805817,9,139,2248,2632,6427,23794.603055555555,0.8541033434650456,0.5393442622950819,0.2701032660639164,22.22222222222222,0.019138011513925628,0.615,0.014470203827602304,57.22956448911222,1068.25,101.91,1107.0
805922,12,7,207,187,2071,23951.56027777778,1.106951871657754,0.4746192893401015,0.08646618324575166,6.03030303030303,0.008208594881699663,0.08542713567839195,0.06035731530661516,302.8867845117845,4421.166666666667,76.99497487437186,560.0
808664,4,0,17,32,172,23859.82611111111,0.53125,0.6530612244897959,0.00720877005553291,10.117647058823529,0.9244186046511628,0.9244186046511628,0.11046511627906977,8371.813255360623,1314100.9833333334,98.3546511627907,927.0
808851,6,117,725,732,2283,23645.411944444444,0.9904371584699454,0.5024021962937543,0.09655150036565116,3.508771929824561,0.04686815593517302,0.56,0.023653088042049936,651.4886097152429,11642.766666666666,79.37,1084.0
810719,13,154,269,444,8353,23622.44638888889,0.6058558558558559,0.6227208976157083,0.35360435843465127,10.526315789473685,0.006105590805698551,0.26,0.008140787740931401,129.63316582914572,1497.3333333333333,106.825,1175.0
812035,12,70,392,615,4812,23688.270833333332,0.6373983739837399,0.6107249255213505,0.20313850824555402,7.6923076923076925,0.0035328345802161263,0.085,0.025561097256857856,177.10117252931323,1367.25,78.54,635.0
813512,7,141,1975,3364,1537,23946.12861111111,0.5870986920332937,0.6300805394268589,0.06418574062476325,7.142857142857143,0.04033832140533507,0.315,0.10214703968770332,207.47219430485762,2387.383333333333,71.925,755.0
813669,8,158,143,623,5101,23764.620277777776,0.22953451043338685,0.8133159268929504,0.21464681279885334,8.695652173913043,0.022152519113899236,0.605,0.01744755930209763,162.91658291457287,2771.7166666666667,88.03,1151.0
813798,5,146,615,890,6110,23771.57888888889,0.6910112359550562,0.5913621262458472,0.2570296246858001,11.764705882352942,0.006710310965630115,0.205,0.019639934533551555,111.7036850921273,1393.3333333333333,70.225,419.0
816986,6,41,61,101,1475,23629.228055555555,0.6039603960396039,0.6234567901234568,0.06242269093734559,2.7777777777777777,0.01694915254237288,0.125,0.04474576271186441,587.9103015075376,4022.383333333333,92.325,674.0
818340,9,158,4915,14065,13836,23865.33111111111,0.34944898684678277,0.7410432033719705,0.5797531128138549,19.8,0.0067215958369470944,0.4797979797979798,0.006143394044521538,70.97893401015229,899.9833333333333,102.98484848484848,966.0
820251,11,45,129,701,4168,23642.298333333332,0.1840228245363766,0.844578313253012,0.1762941970038305,4.212765957446808,0.009596928982725527,0.20202020202020202,0.021593090211132437,375.52715736040614,5005.133333333333,86.38888888888889,887.0
820394,11,143,875,1596,12969,23716.792777777777,0.5482456140350878,0.6458923512747875,0.5468277317897607,66.0,0.003238491788110109,0.2222222222222222,0.013108181047112345,16.399407783417935,477.15,83.61111111111111,945.0
820694,8,75,1785,8103,29999,23726.38027777778,0.22028878193261756,0.8194781553398058,1.2643732271330568,100.0,0.000466682222740758,0.075,0.005466848894963165,8.274204355108877,379.3333333333333,111.4,663.0
820972,9,74,357,401,2001,23879.528055555555,0.8902743142144638,0.5290237467018469,0.08379562591625293,7.142857142857143,0.012993503248375811,0.13,0.05547226386806597,230.9287269681742,5944.5,91.285,890.0
821340,14,56,419,380,1957,23877.593055555557,1.1026315789473684,0.4755944931163955,0.08195968477420165,14.214285714285714,0.02912621359223301,0.2864321608040201,0.061318344404701075,100.77542087542088,2216.7,100.64824120603015,880.0
823162,9,78,1458,7211,37701,23918.570555555554,0.20219109693523782,0.831814511477679,1.5762229566533694,27.714285714285715,0.0006365878889154134,0.12886597938144329,0.0037930028381210046,42.43825561312608,677.1,94.12371134020619,794.0
823806,11,28,153,136,916,23541.696666666667,1.125,0.47058823529411764,0.038909684929251065,8.333333333333334,0.09716157205240175,0.46,0.09388646288209607,170.74857621440538,1764.3333333333333,78.725,946.0
849591,8,116,246,8626,25275,23813.56777777778,0.028518432645490376,0.9722723174030659,1.0613697298892775,33.333333333333336,0.0018199802176063304,0.25,0.004826904055390702,45.13802345058627,2744.5,86.145,590.0
859571,14,18,533,1974,23508,23568.974444444444,0.27001013171225935,0.7873952931790985,0.997412936036391,15.384615384615385,0.001403777437468096,0.18,0.003615790369236005,91.16222780569514,986.55,87.945,923.0
864371,7,45,2057,1894,3287,23828.882222222222,1.0860612460401267,0.4793723108073905,0.13794184592236666,8.0,0.013081837541831457,0.22,0.044417401886218434,190.45896147403687,3028.15,88.89,775.0
913721,3,0,68,29,3162,23707.591111111113,2.3448275862068964,0.29896907216494845,0.13337500149975404,6.451612903225806,0.004427577482605946,0.07,0.010436432637571158,283.52797319933,12175.983333333334,65.03,595.0
930581,6,33,803,857,1502,23542.1675,0.9369894982497082,0.5162650602409639,0.06380041260007177,2.985074626865672,0.12050599201065246,0.955,0.061917443408788284,839.1374371859297,9896.4,101.315,1314.0
934071,9,40,1396,2281,4192,23755.661111111112,0.6120122753178431,0.6203426706554256,0.17646320093526244,10.526315789473685,0.018368320610687022,0.385,0.019083969465648856,140.32051926298158,3511.2166666666667,84.865,852.0
978381,10,128,189,168,4122,23485.51638888889,1.125,0.47058823529411764,0.17551242781913615,12.5,0.0024260067928190197,0.05,0.03808830664725861,107.71457286432161,1612.25,75.155,557.0
987901,6,152,1759,1371,8718,23844.3925,1.2830051057622174,0.4380191693290735,0.3656205541827077,6.896551724137931,0.009176416609314062,0.405,0.012158752007341133,233.16206030150755,4279.633333333333,106.24,1120.0
988491,12,115,2234,3827,10665,23708.796944444446,0.5837470603605958,0.6314139580927239,0.4498330313845415,11.11111111111111,0.0012189404594467885,0.065,0.011439287388654478,125.31976549413736,1494.8666666666666,118.745,1262.0
1016461,11,34,369,479,3267,23696.195833333335,0.7703549060542797,0.5648584905660378,0.13787023128009118,4.666666666666667,0.005203550658096113,0.08673469387755102,0.029078665442301806,362.1971794871795,4270.516666666666,66.68877551020408,914.0
1028821,13,28,731,485,1920,23745.52972222222,1.5072164948453608,0.3988486842105263,0.080857324408441,2.5641025641025643,0.0234375,0.23,0.052083333333333336,1153.979229480737,13726.566666666668,87.665,839.0
1035761,8,55,456,563,6532,23496.81027777778,0.8099467140319716,0.5525024533856723,0.27799517988948785,5.405405405405405,0.02112676056338028,0.69,0.0026025719534598897,261.820770519263,1579.9833333333333,114.36,1508.0
1039441,11,79,597,562,2910,23424.278333333332,1.0622775800711743,0.48490077653149266,0.12423008122555466,15.384615384615385,0.04673539518900344,0.68,0.023711340206185566,94.73894472361809,2039.8166666666666,72.475,968.0
1053341,14,75,676,1590,16015,23634.312777777777,0.42515723270440253,0.7016769638128861,0.6776164871211379,33.333333333333336,0.0025600999063378083,0.215,0.008804246019356853,34.34363484087102,602.9666666666667,96.88,799.0
1069651,8,0,70,186,3771,23747.137222222223,0.3763440860215054,0.7265625,0.1587980885742789,10.125,0.004508088040307611,0.1419753086419753,0.027048528241845664,152.61066252587992,2668.4,141.49382716049382,941.0
1072341,10,34,1233,1507,13900,23453.897222222222,0.8181818181818182,0.55,0.5926520385204875,23.75,7.194244604316547e-05,0.010526315789473684,0.0017266187050359713,51.38120567375886,1448.2666666666667,21.273684210526316,26.0
1095931,6,0,327,553,509,23495.944166666668,0.5913200723327305,0.6284090909090909,0.021663313310137603,2.2222222222222223,0.26719056974459726,0.7,0.24950884086444008,1220.237688442211,8228.4,100.165,1080.0
1097451,5,110,374,2722,9188,23483.375277777777,0.13739897134459955,0.8791989664082688,0.3912555112422262,7.407407407407407,0.00108837614279495,0.05,0.01545494122768829,247.62353433835847,5455.383333333333,80.005,702.0
1101481,10,159,572,379,1548,23455.829166666666,1.5092348284960422,0.39852786540483703,0.06599638789149606,9.045454545454545,0.03811369509043928,0.3015075376884422,0.060723514211886306,155.89991582491584,1591.35,106.22110552763819,996.0
1114011,12,53,87,156,1626,23750.1,0.5576923076923077,0.6419753086419753,0.06846286963002261,3.125,0.006150061500615006,0.05,0.03690036900369004,604.8707705192629,11520.933333333332,95.975,717.0
1114231,4,21,751,1173,24898,23428.764722222222,0.6402387041773231,0.6096673596673596,1.0627107444714832,66.33333333333333,0.0005622941601735079,0.07537688442211055,0.005743433207486545,16.29680134680135,450.9166666666667,61.28140703517588,290.0
1121591,6,17,494,446,4204,23541.71416666667,1.1076233183856503,0.474468085106383,0.17857663083653247,11.0,0.04352997145575642,0.9393939393939394,0.005708848715509039,125.0228426395939,2678.2,72.04545454545455,1226.0
1144181,6,21,659,699,2960,23686.9525,0.9427753934191703,0.5147275405007363,0.12496331049762523,10.263157894736842,0.02195945945945946,0.3487179487179487,0.0472972972972973,138.35541237113404,2311.9,106.16923076923077,985.0
1145151,9,93,1164,583,1195,23631.683333333334,1.9965694682675814,0.3337149398969662,0.050567705361657826,6.25,0.08535564853556485,0.51,0.055230125523012555,267.9170854271357,5328.066666666667,71.535,952.0
1157891,11,101,406,362,1072,23425.42361111111,1.1215469613259668,0.4713541666666667,0.04576224608768785,5.714285714285714,0.08675373134328358,0.465,0.12686567164179105,260.8646566164154,2654.5333333333333,91.1,1120.0
1330201,15,85,356,2318,1974,23635.085555555557,0.1535806729939603,0.8668661181750187,0.08351990075771062,9.045454545454545,0.018743667679837893,0.18592964824120603,0.0729483282674772,291.7673400673401,19410.883333333335,85.34170854271356,1007.0
1357191,10,112,220,1103,2603,23321.045,0.19945602901178605,0.8337112622826909,0.11161592458656978,6.25,0.02266615443718786,0.3,0.06569343065693431,245.93040201005027,4060.5,106.575,1104.0
1387211,5,0,219,693,2995,23519.37361111111,0.31601731601731603,0.7598684210526315,0.12734182676468436,9.090909090909092,0.03639398998330551,0.545,0.025709515859766278,158.9466499162479,2216.6,80.11,1024.0
1393571,8,160,435,364,1771,23463.909722222223,1.195054945054945,0.4555694618272841,0.07547761736922809,5.628571428571429,0.012987012987012988,0.1218274111675127,0.08977978543195934,259.64209183673466,2215.15,77.55837563451777,881.0
1401261,8,52,406,1323,41436,23689.417222222222,0.30687830687830686,0.7651821862348178,1.749135473080795,50.0,0.0003861376580751038,0.08,0.0026546963992663385,17.88601340033501,659.0,65.065,680.0
1421521,8,21,316,1041,1781,23414.408333333333,0.3035542747358309,0.7671333824613117,0.0760642752379322,4.761904761904762,0.04772599663110612,0.43,0.06737787759685569,296.9385259631491,2842.9333333333334,110.49,1146.0
1456331,15,13,237,116,4475,23377.5625,2.043103448275862,0.3286118980169972,0.1914228654078029,22.22222222222222,0.006480446927374301,0.145,0.030614525139664804,62.47696817420435,776.2166666666667,70.51,594.0
1463931,6,12,37,53,721,23611.278333333332,0.6981132075471698,0.5888888888888889,0.030536254319704702,10.0,0.016643550624133148,0.06,0.10818307905686546,140.50527638190954,1809.8833333333334,79.515,737.0
1479681,7,20,153,859,962,23325.4725,0.1781140861466822,0.8488142292490118,0.041242465720683685,5.128205128205129,0.033264033264033266,0.17,0.1496881496881497,772.744472361809,36695.03333333333,105.105,816.0
1501881,8,53,28883,31756,3941,23592.045833333334,0.9095289079229122,0.5236893748247827,0.1670478273839117,10.526315789473685,0.007104795737122558,0.14,0.03171783811215428,163.69438860971525,5431.066666666667,73.15,664.0
1524641,5,95,1113,1074,17011,23292.7725,1.0363128491620113,0.49108367626886146,0.7303123747935116,40.0,0.0028217036035506435,0.245,0.00846511081065193,28.74489112227806,554.1666666666666,85.035,771.0
1551941,8,32,127,133,678,23591.750277777777,0.9548872180451128,0.5115384615384615,0.02873885964445128,2.5641025641025643,0.06637168141592921,0.24,0.15191740412979352,894.8028475711892,7258.316666666667,64.095,691.0
1565151,9,106,749,924,12489,23300.356666666667,0.8106060606060606,0.5523012552301255,0.5360003788210967,16.666666666666668,0.0012811273921050524,0.08,0.011129794218912643,77.6853433835846,1313.3833333333334,81.945,795.0
1580771,10,92,59,181,6114,23355.068888888887,0.3259668508287293,0.7541666666666667,0.2617847127356888,15.384615384615385,0.006542361792607131,0.2,0.018482172064115145,86.62236180904522,817.25,81.605,1059.0
1590921,9,9,37,391,1473,23338.640555555554,0.09462915601023018,0.9135514018691588,0.06311421594988169,13.333333333333334,0.0047522063815342835,0.035,0.10590631364562118,101.34221105527638,1397.6166666666666,61.01,664.0
1643931,15,94,121,1002,22950,23331.230277777777,0.12075848303393213,0.8922528940338379,0.9836600867918703,66.66666666666667,0.00065359477124183,0.075,0.0067973856209150325,13.163735343383586,609.2,87.275,779.0
1659921,11,26,107,200,7933,23303.08361111111,0.535,0.6514657980456026,0.34042704958658254,14.285714285714286,0.0046640615151897135,0.185,0.011345014496407412,94.15360134003349,1204.3833333333334,51.24,542.0
1754641,15,39,138,12579,31597,23240.920833333334,0.010970665394705462,0.9891483840528427,1.3595416561413498,28.571428571428573,0.006329714846346172,1.0,0.0,43.24271356783919,876.8166666666667,67.995,950.0
1765001,6,67,879,1179,16684,23336.098611111112,0.7455470737913485,0.5728862973760933,0.7149438420720496,25.0,0.0034164468952289618,0.29,0.0053943898345720455,50.61298157453936,1417.95,62.49,437.0
